v1,v2
ham,Don't forget to push your latest git branch before today's standup meeting.
ham,"Hey mom, I reached safely at the hotel. Will call you tonight after dinner. Ref #2104"
ham,Can we reschedule our project discussion to tomorrow morning at 10 AM?
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync.
ham,Please find attached the signed non-disclosure agreement for your records. Ref #2107
ham,"Hey, are you free for lunch today? Let's grab some coffee around 1 PM."
ham,"Hey mom, I reached safely at the hotel. Will call you tonight after dinner."
ham,"Hey, are you free for lunch today? Let's grab some coffee around 1 PM. Ref #2110"
ham,"I'll be arriving home in about 20 minutes, do you need anything from the grocery store?"
ham,Please find attached the signed non-disclosure agreement for your records.
ham,Please find attached the signed non-disclosure agreement for your records. Ref #2113
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync.
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync.
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync. Ref #2116
ham,Please find attached the signed non-disclosure agreement for your records.
spam,"Claim your complimentary Walmart $1,000 Gift Card today! Visit http://promo-giftcard.net before stock runs out."
ham,"I'll be arriving home in about 20 minutes, do you need anything from the grocery store? Ref #2119"
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success!
spam,Hot singles in your area want to meet you tonight! Call 09099726395 to chat live now. 18+ only.
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success! Ref #2122
ham,"Thanks for helping out with the data preprocessing script yesterday, it worked like a charm!"
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync.
spam,You have 1 new voicemail! To listen to your message call 08712400603 from your mobile. Calls cost £1.50/min. Ref #2125
ham,Can we reschedule our project discussion to tomorrow morning at 10 AM?
ham,"Thanks for helping out with the data preprocessing script yesterday, it worked like a charm!"
ham,"Hey mom, I reached safely at the hotel. Will call you tonight after dinner. Ref #2128"
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success!
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success!
ham,"Thanks for helping out with the data preprocessing script yesterday, it worked like a charm! Ref #2131"
spam,WINNER!! As a valued network customer you have been selected to receive a £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success!
ham,Can you send me the lecture slides from yesterday's machine learning class? Thanks! Ref #2134
ham,Can we reschedule our project discussion to tomorrow morning at 10 AM?
spam,WINNER!! As a valued network customer you have been selected to receive a £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,Don't forget to push your latest git branch before today's standup meeting. Ref #2137
spam,"Claim your complimentary Walmart $1,000 Gift Card today! Visit http://promo-giftcard.net before stock runs out."
ham,Please find attached the signed non-disclosure agreement for your records.
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success! Ref #2140
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync.
ham,"I'll be arriving home in about 20 minutes, do you need anything from the grocery store?"
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync. Ref #2143
ham,"I'll be arriving home in about 20 minutes, do you need anything from the grocery store?"
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync.
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success! Ref #2146
ham,"Hey, are you free for lunch today? Let's grab some coffee around 1 PM."
ham,Don't forget to push your latest git branch before today's standup meeting.
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success! Ref #2149
ham,Can we reschedule our project discussion to tomorrow morning at 10 AM?
ham,"Thanks for helping out with the data preprocessing script yesterday, it worked like a charm!"
spam,WINNER!! As a valued network customer you have been selected to receive a £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only. Ref #2152
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success!
ham,"Hey, are you free for lunch today? Let's grab some coffee around 1 PM."
ham,"Hey mom, I reached safely at the hotel. Will call you tonight after dinner. Ref #2155"
ham,Can you send me the lecture slides from yesterday's machine learning class? Thanks!
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync.
spam,Your account security has been compromised! Click http://bit.ly/secure-bank-login to verify your credentials within 24 hours. Ref #2158
ham,Can you send me the lecture slides from yesterday's machine learning class? Thanks!
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day 6days. 16+ TsandCs apply."
ham,"Hey mom, I reached safely at the hotel. Will call you tonight after dinner. Ref #2161"
ham,"Thanks for helping out with the data preprocessing script yesterday, it worked like a charm!"
spam,You have 1 new voicemail! To listen to your message call 08712400603 from your mobile. Calls cost £1.50/min.
ham,"I'll be arriving home in about 20 minutes, do you need anything from the grocery store? Ref #2164"
ham,Can we reschedule our project discussion to tomorrow morning at 10 AM?
ham,Please find attached the signed non-disclosure agreement for your records.
ham,Don't forget to push your latest git branch before today's standup meeting. Ref #2167
ham,"Thanks for helping out with the data preprocessing script yesterday, it worked like a charm!"
spam,Your account security has been compromised! Click http://bit.ly/secure-bank-login to verify your credentials within 24 hours.
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success! Ref #2170
ham,Please find attached the signed non-disclosure agreement for your records.
ham,Can you send me the lecture slides from yesterday's machine learning class? Thanks!
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day 6days. 16+ TsandCs apply. Ref #2173"
ham,"Hey, are you free for lunch today? Let's grab some coffee around 1 PM."
ham,"I'll be arriving home in about 20 minutes, do you need anything from the grocery store?"
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's Ref #2176
ham,Can you send me the lecture slides from yesterday's machine learning class? Thanks!
spam,"Congratulations! You've been chosen for an exclusive loan offer up to $50,000 with 0% interest. Reply YES to accept immediately."
ham,"Thanks for helping out with the data preprocessing script yesterday, it worked like a charm! Ref #2179"
ham,"Thanks for helping out with the data preprocessing script yesterday, it worked like a charm!"
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success!
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync. Ref #2182
ham,Happy Birthday! Wishing you an amazing year ahead filled with joy and success!
ham,"Thanks for helping out with the data preprocessing script yesterday, it worked like a charm!"
ham,Don't forget to push your latest git branch before today's standup meeting. Ref #2185
ham,Can you send me the lecture slides from yesterday's machine learning class? Thanks!
ham,"I'll be arriving home in about 20 minutes, do you need anything from the grocery store?"
ham,Can you send me the lecture slides from yesterday's machine learning class? Thanks! Ref #2188
ham,"Hey mom, I reached safely at the hotel. Will call you tonight after dinner."
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Draw! Call 09064012103 now to claim!"
spam,URGENT: Your mobile parcel delivery #982344 is on hold. Pay $1.99 redelivery fee at http://parcel-tracker-support.info Ref #2191
ham,Sounds good to me! Let's review the quarterly metrics during our 3 PM sync.
ham,"Hey mom, I reached safely at the hotel. Will call you tonight after dinner."
ham,"I'll be arriving home in about 20 minutes, do you need anything from the grocery store? Ref #2194"
ham,Can we reschedule our project discussion to tomorrow morning at 10 AM?
ham,Can we reschedule our project discussion to tomorrow morning at 10 AM?
spam,WINNER!! As a valued network customer you have been selected to receive a £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only. Ref #2197
ham,"Hey mom, I reached safely at the hotel. Will call you tonight after dinner."
ham,Can we reschedule our project discussion to tomorrow morning at 10 AM?
